Timestamp,Battery_1,Battery_2,Battery_3,Battery_4,Battery_5,Battery_6,Battery_7,Temperature_1,Temperature_2,Total_Voltage,Current,SOC,Max_Cell_Voltage,Min_Cell_Voltage,Max_Temperature,Remaining_Capacity,Average_Voltage,MOS_Temperature,Limit_Status,Limit_Current,RTC_Time
2025-06-05 22:37:20.522,3.884,3.883,3.883,3.8890000000000002,3.884,3.8850000000000002,3.879,,,,,,29,27,,,34.9,0.0,0.89,3.889,3.879,29,17.8,3.883,25,Disabled,0.0,25-00-06 06:00:06
2025-06-05 22:37:20.842,3.884,3.883,3.883,3.8890000000000002,3.884,3.8850000000000002,3.879,,,,,,29,27,,,34.9,0.0,0.89,3.889,3.879,29,17.8,3.883,25,Disabled,0.0,25-00-06 06:00:06
2025-06-05 22:37:21.162,3.884,3.883,3.883,3.8890000000000002,3.884,3.8850000000000002,3.879,,,,,,29,27,,,34.9,0.0,0.89,3.889,3.879,29,17.8,3.883,25,Disabled,0.0,25-00-06 06:00:06
2025-06-05 22:37:21.482,3.884,3.883,3.883,3.8890000000000002,3.884,3.8850000000000002,3.879,,,,,,29,27,,,34.9,0.0,0.89,3.889,3.879,29,17.8,3.883,25,Disabled,0.0,25-00-06 06:00:06
2025-06-05 22:37:21.802,3.884,3.883,3.883,3.8890000000000002,3.884,3.8850000000000002,3.879,,,,,,29,27,,,34.9,0.0,0.89,3.889,3.879,29,17.8,3.883,25,Disabled,0.0,25-00-06 06:00:06
2025-06-05 22:37:22.122,3.884,3.883,3.883,3.8890000000000002,3.884,3.8850000000000002,3.879,,,,,,29,27,,,34.9,0.0,0.89,3.889,3.879,29,17.8,3.883,25,Disabled,0.0,25-00-06 06:00:06
2025-06-05 22:37:22.442,3.884,3.883,3.883,3.8890000000000002,3.884,3.8850000000000002,3.879,,,,,,29,27,,,34.9,0.0,0.89,3.889,3.879,29,17.8,3.883,25,Disabled,0.0,25-00-06 06:00:06
2025-06-05 22:37:22.762,3.883,3.884,3.883,3.886,3.884,3.886,3.879,,,,,,29,27,,,34.9,0.0,0.89,3.886,3.879,29,17.8,3.883,25,Disabled,0.0,25-00-06 06:00:06
2025-06-05 22:37:23.082,3.882,3.884,3.882,3.886,3.8850000000000002,3.886,3.879,,,,,,29,27,,,34.9,0.0,0.89,3.886,3.879,29,17.8,3.883,25,Disabled,0.0,25-00-06 06:00:06
2025-06-05 22:37:23.402,3.882,3.882,3.883,3.886,3.884,3.886,3.879,,,,,,29,27,,,34.9,0.0,0.89,3.886,3.879,29,17.8,3.882,25,Disabled,0.0,25-00-06 06:00:06
2025-06-05 22:37:23.722,3.883,3.884,3.883,3.886,3.8850000000000002,3.886,3.88,,,,,,29,27,,,34.9,0.0,0.89,3.886,3.879,29,17.8,3.883,25,Disabled,0.0,25-00-06 06:00:06
2025-06-05 22:37:24.042,3.882,3.884,3.883,3.886,3.8850000000000002,3.886,3.879,,,,,,29,27,,,34.9,0.0,0.89,3.886,3.879,29,17.8,3.883,25,Disabled,0.0,25-00-06 06:00:06
2025-06-05 22:38:02.523,3.882,3.884,3.8810000000000002,3.886,3.883,3.886,3.879,,,,,,30,27,,,34.9,0.0,0.89,3.886,3.876,30,17.8,3.882,25,Disabled,0.0,25-00-06 06:00:06
2025-06-05 22:38:02.843,3.882,3.883,3.8810000000000002,3.886,3.884,3.886,3.879,,,,,,30,27,,,34.9,0.0,0.89,3.886,3.878,30,17.8,3.882,25,Disabled,0.0,25-00-06 06:00:06
2025-06-05 22:38:03.163,3.8810000000000002,3.884,3.883,3.886,3.8850000000000002,3.886,3.88,,,,,,30,27,,,34.9,0.0,0.89,3.886,3.879,30,17.8,3.883,25,Disabled,0.0,25-00-06 06:00:06
2025-06-05 22:38:03.483,3.882,3.883,3.883,3.886,3.8850000000000002,3.886,3.879,,,,,,30,27,,,34.9,0.0,0.89,3.886,3.878,30,17.8,3.883,25,Disabled,0.0,25-00-06 06:00:06
2025-06-05 22:38:03.803,3.884,3.884,3.884,3.886,3.8850000000000002,3.886,3.88,,,,,,30,27,,,34.9,0.0,0.89,3.886,3.88,30,17.8,3.884,25,Disabled,0.0,25-00-06 06:00:06
2025-06-05 22:38:04.123,3.882,3.883,3.883,3.888,3.8850000000000002,3.888,3.8810000000000002,,,,,,30,27,,,34.9,0.0,0.89,3.888,3.881,30,17.8,3.883,25,Disabled,0.0,25-00-06 06:00:06
2025-06-05 22:38:04.443,3.8810000000000002,3.884,3.882,3.886,3.884,3.8850000000000002,3.879,,,,,,30,27,,,34.9,0.0,0.89,3.886,3.879,30,17.8,3.882,25,Disabled,0.0,25-00-06 06:00:06
2025-06-05 22:38:04.763,3.8810000000000002,3.884,3.883,3.888,3.884,3.888,3.879,,,,,,30,27,,,34.9,0.0,0.89,3.888,3.879,30,17.8,3.883,25,Disabled,0.0,25-00-06 06:00:06
2025-06-05 22:38:05.083,3.883,3.883,3.883,3.888,3.8850000000000002,3.886,3.879,,,,,,30,27,,,34.9,0.0,0.89,3.888,3.879,30,17.8,3.883,25,Disabled,0.0,25-00-06 06:00:06
2025-06-05 22:38:05.403,3.884,3.8810000000000002,3.883,3.886,3.8850000000000002,3.886,3.878,,,,,,30,27,,,34.9,0.0,0.89,3.886,3.878,30,17.8,3.883,25,Disabled,0.0,25-00-06 06:00:06
2025-06-05 22:38:05.723,3.8810000000000002,3.883,3.883,3.888,3.884,3.886,3.879,,,,,,30,27,,,34.9,0.0,0.89,3.888,3.879,30,17.8,3.882,25,Disabled,0.0,25-00-06 06:00:06
2025-06-05 22:38:06.043,3.8810000000000002,3.883,3.8810000000000002,3.888,3.8850000000000002,3.886,3.88,,,,,,30,27,,,34.9,0.0,0.89,3.888,3.878,30,17.8,3.882,25,Disabled,0.0,25-00-06 06:00:06
2025-06-05 22:39:19.194,3.882,3.882,3.882,3.886,3.884,3.8850000000000002,3.879,3.884,3.878,0.0,0.0,0.0,30,27,-40,-40,34.9,0.0,0.89,3.886,3.878,30,17.8,3.882,25,Disabled,0.0,25-00-06 06:00:06
2025-06-05 22:39:19.514,3.883,3.883,3.882,3.8850000000000002,3.884,3.8850000000000002,3.8810000000000002,3.883,3.879,0.0,0.0,0.0,30,27,-40,-40,34.9,0.0,0.89,3.885,3.879,30,17.8,3.883,25,Disabled,0.0,25-00-06 06:00:06
2025-06-05 22:39:19.834,3.882,3.883,3.883,3.886,3.884,3.8850000000000002,3.879,3.884,3.879,0.0,0.0,0.0,30,27,-40,-40,34.9,0.0,0.89,3.886,3.879,30,17.8,3.882,25,Disabled,0.0,25-00-06 06:00:06
2025-06-05 22:39:20.154,3.883,3.883,3.882,3.886,3.8850000000000002,3.887,3.879,3.884,3.879,0.0,0.0,0.0,30,27,-40,-40,34.9,0.0,0.89,3.887,3.879,30,17.8,3.883,25,Disabled,0.0,25-00-06 06:00:06
2025-06-10 21:32:03.475,3.871,3.87,3.87,3.872,3.87,3.873,3.867,27,25,34.800000000000004,0.0,0.89,3.873,3.867,27,17.8,3.87,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:32:03.820,3.869,3.872,3.87,3.87,3.872,3.874,3.867,27,25,34.800000000000004,0.0,0.89,3.874,3.867,27,17.8,3.87,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:32:04.175,3.869,3.87,3.87,3.87,3.872,3.873,3.868,27,25,34.800000000000004,0.0,0.89,3.873,3.867,27,17.8,3.869,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:32:04.520,3.87,3.87,3.87,3.87,3.87,3.873,3.868,27,25,34.800000000000004,0.0,0.89,3.873,3.867,27,17.8,3.869,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:32:04.875,3.869,3.87,3.87,3.87,3.87,3.874,3.868,27,25,34.800000000000004,0.0,0.89,3.874,3.867,27,17.8,3.869,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:32:05.220,3.871,3.87,3.87,3.872,3.87,3.872,3.867,27,25,34.800000000000004,0.0,0.89,3.872,3.867,27,17.8,3.869,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:32:05.575,3.869,3.87,3.87,3.872,3.87,3.872,3.867,27,25,34.800000000000004,0.0,0.89,3.872,3.867,27,17.8,3.869,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:32:05.925,3.869,3.87,3.872,3.872,3.87,3.873,3.867,27,25,34.800000000000004,0.0,0.89,3.873,3.867,27,17.8,3.87,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:32:06.275,3.871,3.87,3.872,3.872,3.872,3.873,3.867,27,25,34.800000000000004,0.0,0.89,3.873,3.867,27,17.8,3.87,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:32:06.620,3.871,3.87,3.869,3.87,3.87,3.873,3.868,27,25,34.800000000000004,0.0,0.89,3.873,3.867,27,17.8,3.869,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:32:06.975,3.869,3.872,3.87,3.872,3.872,3.873,3.868,27,25,34.800000000000004,0.0,0.89,3.873,3.867,27,17.8,3.87,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:32:07.325,3.872,3.872,3.872,3.872,3.87,3.872,3.868,27,25,34.800000000000004,0.0,0.89,3.872,3.867,27,17.8,3.87,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:32:07.670,3.869,3.87,3.87,3.87,3.872,3.873,3.867,27,25,34.800000000000004,0.0,0.89,3.873,3.867,27,17.8,3.869,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:32:08.020,3.871,3.87,3.87,3.872,3.872,3.872,3.868,27,25,34.800000000000004,0.0,0.89,3.872,3.867,27,17.8,3.87,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:32:08.370,3.869,3.87,3.87,3.872,3.87,3.872,3.868,26,25,34.800000000000004,0.0,0.89,3.872,3.867,26,17.8,3.869,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:38:53.646,3.87,3.872,3.872,3.873,3.872,3.873,3.87,3.871,3.867,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.873,3.867,25,17.8,3.871,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:38:53.996,3.869,3.872,3.871,3.871,3.869,3.873,3.868,3.871,3.867,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.873,3.867,25,17.8,3.87,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:38:54.341,3.869,3.869,3.871,3.872,3.871,3.873,3.867,3.871,3.867,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.873,3.867,25,17.8,3.87,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:38:54.691,3.869,3.871,3.871,3.872,3.872,3.873,3.868,3.871,3.867,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.873,3.867,25,17.8,3.87,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:39:09.086,3.869,3.871,3.871,3.871,3.872,3.873,3.867,3.871,3.867,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.873,3.867,25,17.8,3.87,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:39:09.436,3.869,3.871,3.871,3.871,3.872,3.872,3.867,3.871,3.867,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.872,3.867,25,17.8,3.87,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:39:09.786,3.871,3.872,3.872,3.871,3.873,3.873,3.868,3.871,3.867,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.873,3.867,25,17.8,3.871,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:39:10.132,3.869,3.869,3.871,3.871,3.871,3.872,3.867,3.869,3.867,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.872,3.867,25,17.8,3.869,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:39:10.482,3.869,3.871,3.871,3.871,3.872,3.873,3.867,3.872,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.873,3.866,25,17.8,3.87,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:39:10.837,3.871,3.871,3.871,3.871,3.871,3.872,3.868,3.871,3.868,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.872,3.868,25,17.8,3.87,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:39:11.182,3.871,3.872,3.871,3.872,3.872,3.873,3.868,3.872,3.867,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.873,3.867,25,17.8,3.871,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:39:11.537,3.869,3.871,3.871,3.871,3.871,3.873,3.867,3.872,3.867,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.873,3.867,25,17.8,3.87,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:39:11.882,3.871,3.871,3.871,3.871,3.872,3.872,3.867,3.872,3.867,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.872,3.867,25,17.8,3.87,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:39:12.232,3.869,3.871,3.871,3.871,3.871,3.872,3.867,3.872,3.867,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.872,3.867,25,17.8,3.87,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:39:12.587,3.869,3.872,3.871,3.872,3.871,3.872,3.867,3.872,3.867,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.872,3.867,25,17.8,3.87,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:39:12.937,3.869,3.871,3.871,3.871,3.871,3.872,3.868,3.872,3.867,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.872,3.867,25,17.8,3.87,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:39:13.287,3.869,3.872,3.871,3.871,3.872,3.873,3.867,3.872,3.867,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.873,3.867,25,17.8,3.87,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:39:13.637,3.868,3.871,3.871,3.872,3.871,3.872,3.868,3.872,3.867,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.872,3.867,25,17.8,3.87,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:39:13.987,3.869,3.871,3.871,3.871,3.869,3.873,3.868,3.872,3.867,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.873,3.867,25,17.8,3.87,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:41:05.382,3.868,3.871,3.871,3.871,3.872,3.872,3.867,3.871,3.868,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.872,3.867,25,17.8,3.87,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:41:05.722,3.871,3.871,3.871,3.871,3.872,3.873,3.866,3.871,3.867,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.873,3.866,25,17.8,3.87,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:41:06.062,3.87,3.871,3.871,3.871,3.872,3.872,3.867,3.871,3.867,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.872,3.867,25,17.8,3.87,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:41:06.402,3.87,3.871,3.872,3.871,3.872,3.874,3.868,3.872,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.874,3.866,25,17.8,3.87,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:41:06.742,3.872,3.872,3.871,3.871,3.872,3.872,3.868,3.871,3.867,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.872,3.867,25,17.8,3.871,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 21:41:07.082,3.868,3.871,3.871,3.871,3.872,3.872,3.867,3.871,3.868,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.872,3.867,25,17.8,3.87,25,Disabled,0.0,25-00-06 11:00:09
2025-06-10 23:48:48.275,3.866,3.868,3.868,3.867,3.869,3.871,3.864,3.868,3.864,0.0,0.0,0.0,25,25,-40,-40,-40,34.800000000000004,0.0,0.89,3.871,3.864,25,17.8,3.867,27,Disabled,0.0,25-00-06 11:00:12
2025-06-10 23:48:48.630,3.866,3.867,3.868,3.867,3.867,3.868,3.863,3.868,3.864,0.0,0.0,0.0,25,25,-40,-40,-40,34.7,0.0,0.89,3.868,3.863,25,17.8,3.866,27,Disabled,0.0,25-00-06 11:00:12
2025-06-10 23:48:48.980,3.867,3.868,3.867,3.867,3.867,3.869,3.866,3.868,3.863,0.0,0.0,0.0,25,25,-40,-40,-40,34.800000000000004,0.0,0.89,3.869,3.863,25,17.8,3.867,27,Disabled,0.0,25-00-06 11:00:12
2025-06-10 23:48:49.325,3.866,3.867,3.867,3.867,3.868,3.868,3.866,3.868,3.863,0.0,0.0,0.0,25,25,-40,-40,-40,34.800000000000004,0.0,0.89,3.868,3.863,25,17.8,3.867,27,Disabled,0.0,25-00-06 11:00:12
2025-06-10 23:48:49.675,3.865,3.867,3.867,3.867,3.867,3.869,3.865,3.868,3.864,0.0,0.0,0.0,25,25,-40,-40,-40,34.7,0.0,0.89,3.869,3.864,25,17.8,3.866,27,Disabled,0.0,25-00-06 11:00:12
2025-06-10 23:48:50.030,3.865,3.868,3.868,3.868,3.866,3.869,3.864,3.868,3.863,0.0,0.0,0.0,25,25,-40,-40,-40,34.7,0.0,0.89,3.869,3.863,25,17.8,3.866,27,Disabled,0.0,25-00-06 11:00:12
2025-06-10 23:48:50.380,3.866,3.867,3.867,3.867,3.867,3.868,3.865,3.866,3.863,0.0,0.0,0.0,25,25,-40,-40,-40,34.7,0.0,0.89,3.868,3.863,25,17.8,3.866,27,Disabled,0.0,25-00-06 11:00:12
2025-06-10 23:48:50.730,3.865,3.868,3.868,3.868,3.867,3.869,3.864,3.868,3.864,0.0,0.0,0.0,25,25,-40,-40,-40,34.800000000000004,0.0,0.89,3.869,3.864,25,17.8,3.866,27,Disabled,0.0,25-00-06 11:00:12
2025-06-10 23:48:51.080,3.867,3.867,3.868,3.867,3.868,3.869,3.864,3.867,3.864,0.0,0.0,0.0,25,25,-40,-40,-40,34.800000000000004,0.0,0.89,3.869,3.864,25,17.8,3.866,27,Disabled,0.0,25-00-06 11:00:12
2025-06-11 15:22:14.650,3.9210000000000003,3.919,3.9210000000000003,3.92,3.9210000000000003,3.919,3.919,3.918,3.92,3.9210000000000003,3.9210000000000003,3.9210000000000003,25,24,-40,-40,50.900000000000006,0.0,0.85,3.921,3.918,25,17.0,3.92,25,Disabled,0.0,25-00-06 12:00:11
2025-06-11 15:23:19.351,3.865,3.867,3.866,3.866,3.867,3.868,3.863,3.866,3.862,0.0,0.0,0.0,24,24,-40,-40,34.7,0.0,0.89,3.868,3.862,24,17.8,3.865,24,Disabled,0.0,25-00-06 12:00:04
2025-06-11 15:23:19.686,3.865,3.867,3.866,3.866,3.867,3.868,3.863,3.866,3.862,0.0,0.0,0.0,24,24,-40,-40,34.7,0.0,0.89,3.868,3.862,24,17.8,3.865,24,Disabled,0.0,25-00-06 12:00:04
2025-06-11 15:23:20.031,3.865,3.867,3.866,3.866,3.866,3.868,3.863,3.866,3.862,0.0,0.0,0.0,24,24,-40,-40,34.7,0.0,0.89,3.868,3.862,24,17.8,3.865,24,Disabled,0.0,25-00-06 12:00:04
2025-06-11 15:23:20.371,3.865,3.867,3.867,3.866,3.867,3.868,3.863,3.866,3.862,0.0,0.0,0.0,24,24,-40,-40,34.7,0.0,0.89,3.868,3.862,24,17.8,3.865,24,Disabled,0.0,25-00-06 12:00:04
2025-06-11 15:23:20.711,3.865,3.867,3.866,3.866,3.867,3.868,3.863,3.866,3.862,0.0,0.0,0.0,24,24,-40,-40,34.7,0.0,0.89,3.868,3.862,24,17.8,3.865,24,Disabled,0.0,25-00-06 12:00:04
2025-06-11 15:23:21.047,3.865,3.867,3.866,3.866,3.867,3.868,3.863,3.866,3.862,0.0,0.0,0.0,24,24,-40,-40,34.7,0.0,0.89,3.868,3.862,24,17.8,3.865,24,Disabled,0.0,25-00-06 12:00:04
2025-06-11 15:23:21.391,3.865,3.867,3.866,3.866,3.867,3.867,3.863,3.866,3.862,0.0,0.0,0.0,24,24,-40,-40,34.7,0.0,0.89,3.867,3.862,24,17.8,3.865,24,Disabled,0.0,25-00-06 12:00:04
2025-06-11 15:23:21.727,3.865,3.867,3.866,3.866,3.867,3.867,3.863,3.866,3.862,0.0,0.0,0.0,24,24,-40,-40,34.7,0.0,0.89,3.867,3.862,24,17.8,3.865,24,Disabled,0.0,25-00-06 12:00:04
2025-06-11 15:23:22.067,3.865,3.867,3.866,3.866,3.866,3.868,3.863,3.866,3.862,0.0,0.0,0.0,24,24,-40,-40,34.7,0.0,0.89,3.868,3.862,24,17.8,3.865,24,Disabled,0.0,25-00-06 12:00:04
2025-06-11 15:23:22.411,3.865,3.867,3.866,3.866,3.867,3.868,3.863,3.866,3.862,0.0,0.0,0.0,24,24,-40,-40,34.7,0.0,0.89,3.868,3.862,24,17.8,3.865,24,Disabled,0.0,25-00-06 12:00:04
2025-06-11 15:23:22.751,3.865,3.867,3.866,3.866,3.866,3.867,3.863,3.866,3.862,0.0,0.0,0.0,24,24,-40,-40,34.7,0.0,0.89,3.867,3.862,24,17.8,3.865,24,Disabled,0.0,25-00-06 12:00:04
2025-06-11 15:23:23.091,3.865,3.867,3.866,3.866,3.866,3.867,3.863,3.866,3.862,0.0,0.0,0.0,24,24,-40,-40,34.7,0.0,0.89,3.867,3.862,24,17.8,3.865,24,Disabled,0.0,25-00-06 12:00:04
2025-06-11 15:23:23.431,3.865,3.867,3.866,3.866,3.866,3.867,3.863,3.866,3.862,0.0,0.0,0.0,24,24,-40,-40,34.7,0.0,0.89,3.867,3.862,24,17.8,3.865,24,Disabled,0.0,25-00-06 12:00:04
2025-06-11 15:23:23.771,3.865,3.866,3.866,3.866,3.866,3.867,3.863,3.866,3.862,0.0,0.0,0.0,24,24,-40,-40,34.7,0.0,0.89,3.867,3.862,24,17.8,3.865,24,Disabled,0.0,25-00-06 12:00:04
2025-06-11 15:23:24.111,3.865,3.867,3.866,3.866,3.867,3.868,3.863,3.866,3.862,0.0,0.0,0.0,24,24,-40,-40,34.7,0.0,0.89,3.868,3.862,24,17.8,3.865,24,Disabled,0.0,25-00-06 12:00:04
2025-06-11 15:23:24.447,3.865,3.867,3.866,3.866,3.866,3.867,3.863,3.866,3.862,0.0,0.0,0.0,24,24,-40,-40,34.7,0.0,0.89,3.867,3.862,24,17.8,3.865,24,Disabled,0.0,25-00-06 12:00:04
2025-06-11 15:23:24.791,3.865,3.867,3.866,3.866,3.866,3.867,3.863,3.866,3.862,0.0,0.0,0.0,24,24,-40,-40,34.7,0.0,0.89,3.867,3.862,24,17.8,3.865,24,Disabled,0.0,25-00-06 12:00:04
